Total:
36081
"term" "count"
"maintain" "maintain" 3
"remain" "remain" 4
"shjas" "shjas" 2
"sight" "sight" 7
"squatting" "squatting" 1
"cramps" "cramps" 3
"nan" "nan" 3
"soladha" "soladha" 1
"sonathaya" "sonathaya" 1
"dudes" "dudes" 1
"poker" "poker" 2
"raping" "raping" 1
"weightloss" "weightloss" 1
"congrats" "congrats" 8
"embarrassed" "embarrassed" 1
"mushy" "mushy" 1
"ran" "ran" 5
"stash" "stash" 1
"priya" "priya" 1
"father" "father" 12
"messy" "messy" 2
"kilos" "kilos" 1
"accidant" "accidant" 1
"ghodbandar" "ghodbandar" 1
"moves" "moves" 2
"slip" "slip" 2
"slovely" "slovely" 1
"tookplace" "tookplace" 1
"traffic" "traffic" 2
"ahnow" "ahnow" 1
"nus" "nus" 1
"specialise" "specialise" 1
"wad" "wad" 1
"wherebtw" "wherebtw" 1
"dislikes" "dislikes" 3
"likes" "likes" 3
"desparately" "desparately" 1
"keeps" "keeps" 2
"queen" "queen" 4
"fren" "fren" 4
"gotten" "gotten" 2
"promises" "promises" 3
"album" "album" 2
"stereo" "stereo" 1
"unknown" "unknown" 2
"classmates" "classmates" 1
"firesare" "firesare" 1
"hook" "hook" 6
"missionary" "missionary" 1
"standing" "standing" 3
"entertaining" "entertaining" 1
"hugh" "hugh" 1
"indeed" "indeed" 2
"laurie" "laurie" 1
"stick" "stick" 2
"praps" "praps" 1
"bin" "bin" 4
"dinero" "dinero" 1
"james" "james" 2
"jon" "jon" 1
"pes" "pes" 1
"spain" "spain" 1
"rents" "rents" 1
"bedroomlove" "bedroomlove" 1
"hunnywot" "hunnywot" 1
"alaipayuthe" "alaipayuthe" 2
"maangalyam" "maangalyam" 2
"complaining" "complaining" 1
"finns" "finns" 1
"bedroom" "bedroom" 6
"agesring" "agesring" 1
"calm" "calm" 2
"downon" "downon" 1
"haventcn" "haventcn" 1
"itxt" "itxt" 1
"iwana" "iwana" 1
"nething" "nething" 1
"satlove" "satlove" 1
"theacusations" "theacusations" 1
"thewend" "thewend" 1
"wotu" "wotu" 1
"dine" "dine" 1
"inspection" "inspection" 1
"im" "im" 4
"nursery" "nursery" 1
"services" "services" 1
"social" "social" 5
"vtired" "vtired" 1
"detailsi" "detailsi" 1
"youmy" "youmy" 1
"becomes" "becomes" 2
"follow" "follow" 1
"habit" "habit" 2
"slowly" "slowly" 11
"itmail" "itmail" 1
"panren" "panren" 1
"paru" "paru" 1
"bac" "bac" 1
"carryin" "carryin" 1
"chuckin" "chuckin" 1
"red" "red" 4
"trainners" "trainners" 1
"schedule" "schedule" 2
"gooddhanush" "gooddhanush" 1
"needing" "needing" 1
"stuck" "stuck" 3
"chikkusimple" "chikkusimple" 1
"habbahw" "habbahw" 1
"contacts" "contacts" 2
"dileepthank" "dileepthank" 1
"hereremember" "hereremember" 1
"latei" "latei" 1
"mentionedtomorrow" "mentionedtomorrow" 1
"muchand" "muchand" 1
"supportvery" "supportvery" 1
"theregoodnight" "theregoodnight" 1
"venugopal" "venugopal" 1
"everytime" "everytime" 1
"forgets" "forgets" 2
"remembrs" "remembrs" 1
"joys" "joys" 9
"mandan" "mandan" 2
"algorithms" "algorithms" 1
"edition" "edition" 1
"regarding" "regarding" 3
"selling" "selling" 4
"textbook" "textbook" 1
"adore" "adore" 3
"buns" "buns" 5
"sexy" "sexy" 12
"atlanta" "atlanta" 4
"messages" "messages" 9
"recharge" "recharge" 1
"created" "created" 5
"fills" "fills" 4
"gaps" "gaps" 4
"holding" "holding" 7
"tvlol" "tvlol" 1
"yessura" "yessura" 1
"arun" "arun" 3
"transfr" "transfr" 2
"takin" "takin" 4
"philosophy" "philosophy" 3
"careabout" "careabout" 1
"didnt" "didnt" 2
"intend" "intend" 1
"itriedtell" "itriedtell" 1
"iwasmarinethats" "iwasmarinethats" 1
"urmomi" "urmomi" 1
"desparate" "desparate" 2
"fake" "fake" 1
"learned" "learned" 1
"answering" "answering" 4
"afghanistan" "afghanistan" 1
"honest" "honest" 1
"iraq" "iraq" 1
"stable" "stable" 1
"traveling" "traveling" 1
"blessget" "blessget" 1
"lookin" "lookin" 5
"pai" "pai" 1
"seh" "seh" 1
"beer" "beer" 4
"combine" "combine" 2
"parts" "parts" 1
"terry" "terry" 1
"tue" "tue" 1
"walsall" "walsall" 1
"chatting" "chatting" 1
"jess" "jess" 4
"sian" "sian" 2
"ccna" "ccna" 1
"shrek" "shrek" 1
"dirty" "dirty" 3
"fellow" "fellow" 1
"somethings" "somethings" 1
"dying" "dying" 1
"lifting" "lifting" 1
"aid" "aid" 1
"bam" "bam" 1
"dec" "dec" 1
"package" "package" 3
"received" "received" 2
"teresa" "teresa" 1
"usmle" "usmle" 1
"yould" "yould" 1
"mwahs" "mwahs" 1
"squishy" "squishy" 1
"cheek" "cheek" 1
"prominent" "prominent" 1
"september" "september" 1
"husband" "husband" 3
"access" "access" 2
"norm" "norm" 1
"joanna" "joanna" 2
"list" "list" 7
"comingdown" "comingdown" 1
"dagood" "dagood" 1
"murali" "murali" 1
"replacement" "replacement" 2
"playerwhy" "playerwhy" 1
"five" "five" 3
"sts" "sts" 1
"elliot" "elliot" 1
"engalnd" "engalnd" 1
"kissing" "kissing" 1
"mia" "mia" 1
"telly" "telly" 2
"wiproyou" "wiproyou" 1
"matric" "matric" 1
"payoh" "payoh" 3
"toa" "toa" 3
"fedex" "fedex" 1
"payments" "payments" 1
"team" "team" 3
"kyou" "kyou" 1
"reception" "reception" 1
"bloodsend" "bloodsend" 4
"godi" "godi" 4
"itplspls" "itplspls" 4
"youclean" "youclean" 4
"hate" "hate" 5
"consensus" "consensus" 1
"entertain" "entertain" 1
"bras" "bras" 1
"delete" "delete" 2
"laundry" "laundry" 2
"pillows" "pillows" 1
"skype" "skype" 4
"strewn" "strewn" 1
"tag" "tag" 1
"underwear" "underwear" 2
"wednesday" "wednesday" 8
"connect" "connect" 2
"fathima" "fathima" 3
"waheed" "waheed" 2
"exposes" "exposes" 1
"knees" "knees" 2
"mmmm" "mmmm" 3
"pulls" "pulls" 1
"pushes" "pushes" 2
"weaknesses" "weaknesses" 1
"wicked" "wicked" 1
"readyall" "readyall" 1
"srt" "srt" 1
"supports" "supports" 1
"thnk" "thnk" 7
"jontin" "jontin" 1
"beyond" "beyond" 3
"biro" "biro" 1
"masters" "masters" 4
"pen" "pen" 1
"nichols" "nichols" 2
"avoiding" "avoiding" 2
"unconsciously" "unconsciously" 1
"unhappy" "unhappy" 1
"excuse" "excuse" 7
"jog" "jog" 1
"season" "season" 4
"lark" "lark" 1
"stations" "stations" 1
"heads" "heads" 2
"lim" "lim" 1
"player" "player" 2
"sim" "sim" 6
"parachute" "parachute" 1
"vday" "vday" 2
"placed" "placed" 1
"unlimited" "unlimited" 4
"lambda" "lambda" 1
"table" "table" 2
"therere" "therere" 2
"angels" "angels" 1
"build" "build" 2
"fights" "fights" 2
"snowball" "snowball" 1
"snowman" "snowman" 2
"ello" "ello" 1
"ikea" "ikea" 3
"duffer" "duffer" 1
"ofice" "ofice" 1
"oficegot" "oficegot" 1
"grr" "grr" 1
"pharmacy" "pharmacy" 1
"prescription" "prescription" 2
"cook" "cook" 4
"electricity" "electricity" 2
"mid" "mid" 5
"fffff" "fffff" 1
"kadeem" "kadeem" 3
"fujitsu" "fujitsu" 2
"lifebook" "lifebook" 1
"act" "act" 1
"qing" "qing" 1
"scold" "scold" 2
"zhong" "zhong" 1
"accordingly" "accordingly" 1
"hypertension" "hypertension" 1
"annoyin" "annoyin" 1
"mineall" "mineall" 1
"wud" "wud" 2
"carry" "carry" 3
"disturbing" "disturbing" 2
"avatar" "avatar" 3
"nigro" "nigro" 1
"scratching" "scratching" 1
"anyplaces" "anyplaces" 1
"stops" "stops" 3
"cleaning" "cleaning" 4
"constantly" "constantly" 3
"priority" "priority" 1
"upset" "upset" 2
"ecstasy" "ecstasy" 1
"flies" "flies" 2
"hittng" "hittng" 1
"reflex" "reflex" 1
"tried" "tried" 5
"kkwhy" "kkwhy" 2
"cat" "cat" 4
"lousy" "lousy" 3
"woken" "woken" 2
"hip" "hip" 4
"adewale" "adewale" 1
"aka" "aka" 2
"egbon" "egbon" 1
"minstand" "minstand" 1
"jane" "jane" 2
"mary" "mary" 1
"deduct" "deduct" 1
"wrks" "wrks" 1
"asshole" "asshole" 1
"monkey" "monkey" 1
"grab" "grab" 1
"sliding" "sliding" 1
"payback" "payback" 1
"crack" "crack" 3
"gmgngegn" "gmgngegn" 3
"havnt" "havnt" 4
"honeybee" "honeybee" 3
"laughed" "laughed" 3
"moral" "moral" 5
"sweetest" "sweetest" 3
"waitu" "waitu" 3
"tescos" "tescos" 1
"bowa" "bowa" 1
"feathery" "feathery" 1
"infra" "infra" 1
"nvm" "nvm" 5
"gep" "gep" 1
"delhi" "delhi" 2
"thinkin" "thinkin" 9
"boat" "boat" 3
"naked" "naked" 6
"shhhhh" "shhhhh" 1
"arul" "arul" 1
"related" "related" 1
"amk" "amk" 1
"distract" "distract" 2
"fringe" "fringe" 2
"length" "length" 1
"corrct" "corrct" 1
"dane" "dane" 1
"santha" "santha" 1
"baskets" "baskets" 1
"proof" "proof" 3
"rupaul" "rupaul" 1
"curtsey" "curtsey" 1
"practising" "practising" 1
"a£" "a£" 1
"feelingood" "feelingood" 1
"havbeen" "havbeen" 1
"havebeen" "havebeen" 1
"payedday" "payedday" 1
"preschoolcoordinator" "preschoolcoordinator" 1
"rise" "rise" 1
"satjust" "satjust" 1
"yeh" "yeh" 2
"memory" "memory" 1
"mon" "mon" 8
"converted" "converted" 1
"african" "african" 1
"soil" "soil" 1
"ssindia" "ssindia" 1
"community" "community" 1
"major" "major" 3
"mel" "mel" 2
"outreach" "outreach" 1
"roles" "roles" 1
"birth" "birth" 3
"brilliantly" "brilliantly" 1
"forwarding" "forwarding" 1
"choice" "choice" 2
"intention" "intention" 1
"visitors" "visitors" 1
"bend" "bend" 1
"inlude" "inlude" 1
"previews" "previews" 1
"responsibility" "responsibility" 2
"rule" "rule" 3
"rules" "rules" 1
"thia" "thia" 1
"ambrithmaduraimet" "ambrithmaduraimet" 1
"dha" "dha" 1
"marrgeremembr" "marrgeremembr" 1
"kitty" "kitty" 1
"natural" "natural" 4
"shaved" "shaved" 1
"onwards" "onwards" 3
"anybodys" "anybodys" 1
"tactful" "tactful" 1
"theatre" "theatre" 6
"eggspert" "eggspert" 1
"head…" "head…" 1
"obviously" "obviously" 5
"potato" "potato" 1
"crammed" "crammed" 1
"lie" "lie" 4
"satsgettin" "satsgettin" 1
"admit" "admit" 1
"apologize" "apologize" 1
"pei" "pei" 1
"boost" "boost" 5
"energy" "energy" 7
"kid" "kid" 2
"subtoitles" "subtoitles" 1
"simply" "simply" 3
"sitting" "sitting" 9
"jot" "jot" 1
"cereals" "cereals" 1
"gari" "gari" 1
"pack" "pack" 3
"storelike" "storelike" 1
"affair" "affair" 2
"infernal" "infernal" 4
"including" "including" 3
"calicut" "calicut" 3
"parco" "parco" 2
"thkin" "thkin" 1
"resubbing" "resubbing" 1
"shadow" "shadow" 1
"breadstick" "breadstick" 1
"ahmad" "ahmad" 6
"hallaq" "hallaq" 2
"saeed" "saeed" 1
"bck" "bck" 2
"blackim" "blackim" 1
"blueu" "blueu" 1
"browni" "browni" 1
"color" "color" 2
"giv" "giv" 2
"greeni" "greeni" 1
"lyk" "lyk" 1
"orangei" "orangei" 1
"pinku" "pinku" 1
"purpleu" "purpleu" 1
"redim" "redim" 1
"yelowi" "yelowi" 1
"arranging" "arranging" 1
"eldest" "eldest" 1
"drugdealer" "drugdealer" 1
"sleepwellamptake" "sleepwellamptake" 2
"wondarfull" "wondarfull" 1
"normally" "normally" 3
"donyt" "donyt" 1
"homebut" "homebut" 1
"hunonbus" "hunonbus" 1
"latelyxxx" "latelyxxx" 1
"mca" "mca" 2
"rich" "rich" 3
"doinnearly" "doinnearly" 1
"endof" "endof" 1
"justthought" "justthought" 1
"nevamindwe" "nevamindwe" 1
"offdam" "offdam" 1
"sayhey" "sayhey" 1
"uwant" "uwant" 1
"ownyouve" "ownyouve" 1
"stressed" "stressed" 1
"yor" "yor" 3
"skallis" "skallis" 1
"jason" "jason" 3
"provider" "provider" 1
"soooo" "soooo" 1
"tming" "tming" 2
"cutest" "cutest" 1
"art" "art" 3
"dice" "dice" 1
"howda" "howda" 1
"mathe" "mathe" 1
"samachara" "samachara" 1
"audrie" "audrie" 1
"autocorrect" "autocorrect" 1
"readiness" "readiness" 1
"simulate" "simulate" 1
"andor" "andor" 1
"armand" "armand" 5
"vomiting" "vomiting" 2
"feet" "feet" 4
"rub" "rub" 2
"lara" "lara" 1
"loan" "loan" 5
"supplies" "supplies" 1
"attach" "attach" 1
"clever" "clever" 2
"guesses" "guesses" 1
"nickey" "nickey" 1
"nobbing" "nobbing" 1
"platt" "platt" 1
"washob" "washob" 1
"ryan" "ryan" 1
"vikky" "vikky" 6
"mad" "mad" 4
"argh" "argh" 3
"looked" "looked" 5
"problemfree" "problemfree" 1
"province" "province" 1
"spotty" "spotty" 1
"sterling" "sterling" 1
"hall" "hall" 1
"hesitation" "hesitation" 1
"intha" "intha" 1
"ipaditan" "ipaditan" 1
"manage" "manage" 2
"ponnungale" "ponnungale" 1
"term" "term" 1
"xam" "xam" 2
"rejected" "rejected" 1
"diamonds" "diamonds" 2
"shitload" "shitload" 2
"favor" "favor" 3
"nimyapls" "nimyapls" 3
"shijas" "shijas" 3
"tessypls" "tessypls" 3
"aunty" "aunty" 2
"china" "china" 3
"noisy" "noisy" 1
"mcat" "mcat" 2
"needa" "needa" 1
"manual" "manual" 1
"password" "password" 4
"processits" "processits" 1
"reset" "reset" 1
"sfrom" "sfrom" 1
"troubleshooting" "troubleshooting" 1
"beg" "beg" 1
"creativity" "creativity" 1
"expecting" "expecting" 5
"sacrifice" "sacrifice" 2
"stifled" "stifled" 1
"strongly" "strongly" 1
"morphine" "morphine" 3
"requirements" "requirements" 1
"bloke" "bloke" 1
"dave" "dave" 1
"getha" "getha" 1
"hes" "hes" 1
"mrur" "mrur" 1
"nowstill" "nowstill" 1
"sorted" "sorted" 2
"stayin" "stayin" 2
"strangersaw" "strangersaw" 1
"cld" "cld" 2
"nosh" "nosh" 1
"prefer" "prefer" 3
"lololo" "lololo" 1
"waaaat" "waaaat" 1
"occupied" "occupied" 1
"tables" "tables" 1
"comei" "comei" 1
"documents" "documents" 1
"kindly" "kindly" 2
"stapati" "stapati" 1
"submitted" "submitted" 1
"miles" "miles" 5
"cutie" "cutie" 1
"hills" "hills" 1
"killed" "killed" 2
"wales" "wales" 2
"caken" "caken" 5
"colleagues" "colleagues" 9
"kidz" "kidz" 4
"latr" "latr" 5
"minuts" "minuts" 5
"mood" "mood" 8
"sed" "sed" 5
"sofa" "sofa" 8
"surprise" "surprise" 7
"honesty" "honesty" 1
"beggar" "beggar" 1
"labor" "labor" 1
"shakara" "shakara" 1
"specialisation" "specialisation" 1
"dent" "dent" 1
"london" "london" 2
"smashed" "smashed" 1
"everybodys" "everybodys" 2
"speed" "speed" 2
"crickiting" "crickiting" 1
"docdplease" "docdplease" 1
"dontignore" "dontignore" 1
"dontplease" "dontplease" 1
"imin" "imin" 1
"isvimportant" "isvimportant" 1
"moro" "moro" 3
"mycallsu" "mycallsu" 1
"outlrjust" "outlrjust" 1
"reallyneed" "reallyneed" 1
"thecd" "thecd" 1
"tome" "tome" 1
"towndontmatter" "towndontmatter" 1
"urgoin" "urgoin" 1
"original" "original" 1
"played" "played" 2
"yavnt" "yavnt" 1
"ibuprofens" "ibuprofens" 1
"popping" "popping" 1
"sip" "sip" 1
"grown" "grown" 1
"beehoon" "beehoon" 1
"chinatown" "chinatown" 1
"claypot" "claypot" 1
"fishhead" "fishhead" 1
"porridge" "porridge" 1
"tok" "tok" 2
"yam" "yam" 1
"jaklin" "jaklin" 1
"specific" "specific" 2
"cliffs" "cliffs" 1
"nearby" "nearby" 1
"figures" "figures" 2
"pages" "pages" 4
"moseley" "moseley" 1
"ooh" "ooh" 1
"weds" "weds" 1
"thankyou" "thankyou" 1
"dayswill" "dayswill" 1
"homecheck" "homecheck" 1
"pendingi" "pendingi" 1
"thrurespect" "thrurespect" 1
"affectionate" "affectionate" 2
"enamous" "enamous" 1
"eternal" "eternal" 1
"intimate" "intimate" 1
"loveable" "loveable" 1
"noble" "noble" 1
"truthful" "truthful" 1
"textin" "textin" 1
"cousin" "cousin" 2
"excuses" "excuses" 2
"nimya" "nimya" 3
"rajipls" "rajipls" 3
"amigos" "amigos" 1
"burn" "burn" 1
"legs" "legs" 3
"neck" "neck" 2
"continue" "continue" 2
"progress" "progress" 1
"holy" "holy" 2
"werent" "werent" 1
"arty" "arty" 1
"collages" "collages" 1
"tryin" "tryin" 1
"billion" "billion" 2
"classes" "classes" 2
"waliking" "waliking" 1
"cartons" "cartons" 1
"pleased" "pleased" 3
"shelves" "shelves" 1
"pix" "pix" 4
"distance" "distance" 3
"freak" "freak" 4
"mirror" "mirror" 1
"notice" "notice" 4
"turning" "turning" 2
"collegexx" "collegexx" 1
"jod" "jod" 1
"keris" "keris" 1
"smidgin" "smidgin" 1
"belive" "belive" 2
"intentions" "intentions" 1
"empty" "empty" 10
"slots" "slots" 2
"accordin" "accordin" 1
"discussed" "discussed" 2
"knocking" "knocking" 1
"abelu" "abelu" 1
"albumquite" "albumquite" 1
"aphexs" "aphexs" 1
"boughtbraindancea" "boughtbraindancea" 1
"compofstuff" "compofstuff" 1
"gdthe" "gdthe" 1
"havhear" "havhear" 1
"hilariousalso" "hilariousalso" 1
"itc" "itc" 1
"nolistenedthe" "nolistenedthe" 1
"plaid" "plaid" 1
"sicomo" "sicomo" 1
"bbs" "bbs" 1
"nelson" "nelson" 1
"temp" "temp" 3
"unmits" "unmits" 1
"display" "display" 3
"newspapers" "newspapers" 1
"soup" "soup" 3
"yummmm" "yummmm" 1
"management" "management" 3
"puzzeles" "puzzeles" 1
"include" "include" 1
"spoiled" "spoiled" 2
"complaint" "complaint" 2
"official" "official" 1
"raised" "raised" 1
"sales" "sales" 1
"shifad" "shifad" 1
"threats" "threats" 1
"doctors" "doctors" 1
"godid" "godid" 1
"lounge" "lounge" 2
"reminds" "reminds" 1
"role" "role" 6
"comfort" "comfort" 2
"lov" "lov" 2
"mindi" "mindi" 1
"toleratbcs" "toleratbcs" 1
"checked" "checked" 6
"dust" "dust" 1
"watchin" "watchin" 1
"lifetime" "lifetime" 1
"meaningless" "meaningless" 1
"alls" "alls" 1
"brdget" "brdget" 1
"jones" "jones" 1
"exciting" "exciting" 2
"inever" "inever" 1
"bedrm" "bedrm" 2
"hmmbad" "hmmbad" 1
"newshype" "newshype" 1
"studio" "studio" 1
"takenonly" "takenonly" 1
"unable" "unable" 3
"waited" "waited" 2
"velly" "velly" 1
"huge" "huge" 2
"journey" "journey" 3
"marking" "marking" 1
"wkend" "wkend" 3
"letters" "letters" 4
"mids" "mids" 2
"annie" "annie" 2
"remind" "remind" 5
"vai" "vai" 1
"hrishi" "hrishi" 2
"hanger" "hanger" 1
"nothin" "nothin" 2
"cheer" "cheer" 3
"poem" "poem" 2
"tear" "tear" 7
"thatll" "thatll" 2
"bags" "bags" 3
"blanket" "blanket" 1
"regular" "regular" 2
"significant" "significant" 1
"ham" "ham" 3
"hum" "hum" 1
"jeetey" "jeetey" 1
"kisi" "kisi" 1
"kuch" "kuch" 1
"miltazindgi" "miltazindgi" 1
"nahi" "nahi" 2
"naseeb" "naseeb" 1
"pehle" "pehle" 1
"sochte" "sochte" 1
"waqt" "waqt" 1
"zindgi" "zindgi" 1
"zyada" "zyada" 1
"worse" "worse" 7
"stalking" "stalking" 1
"dan" "dan" 2
"reminded" "reminded" 1
"elaya" "elaya" 1
"varaya" "varaya" 1
"anand" "anand" 1
"offers" "offers" 1
"store" "store" 2
"beach" "beach" 1
"expected" "expected" 1
"aww" "aww" 2
"deadwell" "deadwell" 1
"iscoming" "iscoming" 1
"jez" "jez" 1
"nearly" "nearly" 2
"todo" "todo" 1
"whilltake" "whilltake" 1
"workand" "workand" 1
"age" "age" 5
"ive" "ive" 1
"staring" "staring" 2
"whether" "whether" 5
"zogtorius" "zogtorius" 1
"financial" "financial" 1
"problemi" "problemi" 1
"alian" "alian" 1
"century" "century" 1
"frwd" "frwd" 1
"posible" "posible" 1
"unnecessarily" "unnecessarily" 2
"sorts" "sorts" 1
"owned" "owned" 1
"possessive" "possessive" 1
"nohe" "nohe" 1
"clarification" "clarification" 1
"issue" "issue" 3
"regret" "regret" 2
"weigh" "weigh" 2
"coimbatore" "coimbatore" 1
"categories" "categories" 1
"census" "census" 1
"ethnicity" "ethnicity" 1
"measure" "measure" 3
"opinions" "opinions" 1
"tom" "tom" 2
"transcribing" "transcribing" 1
"aproach" "aproach" 2
"drinking" "drinking" 3
"evrydy" "evrydy" 2
"girld" "girld" 2
"gthr" "gthr" 2
"happily" "happily" 2
"instantly" "instantly" 2
"lived" "lived" 2
"lttrs" "lttrs" 2
"msgsd" "msgsd" 2
"propsd" "propsd" 2
"speeding" "speeding" 2
"thm" "thm" 3
"threw" "threw" 2
"thy" "thy" 2
"truck" "truck" 2
"paragon" "paragon" 2
"cakes" "cakes" 1
"bluff" "bluff" 2
"impossible" "impossible" 3
"asusual" "asusual" 1
"cheered" "cheered" 1
"franyxxxxx" "franyxxxxx" 1
"goodmate" "goodmate" 1
"sary" "sary" 2
"batt" "batt" 1
"added" "added" 4
"visit" "visit" 8
"wwwfullonsmscom" "wwwfullonsmscom" 2
"realize" "realize" 2
"pussy" "pussy" 6
"happend" "happend" 4
"messageno" "messageno" 3
"responcewhat" "responcewhat" 3
"piece" "piece" 2
"brandy" "brandy" 2
"dhina" "dhina" 2
"gin" "gin" 2
"kudiyarasu" "kudiyarasu" 2
"rum" "rum" 2
"scotch" "scotch" 2
"shampain" "shampain" 2
"vaazhthukkal" "vaazhthukkal" 2
"vodka" "vodka" 3
"wiskey" "wiskey" 2
"gained" "gained" 1
"limits" "limits" 1
"pressure" "pressure" 1
"sugar" "sugar" 4
"dumb" "dumb" 2
"thangam" "thangam" 3
"doke" "doke" 1
"dressed" "dressed" 2
"laying" "laying" 1
"okey" "okey" 3
"kills" "kills" 2
"neshanthtel" "neshanthtel" 1
"byatch" "byatch" 1
"whassup" "whassup" 1
"kay" "kay" 2
"roger" "roger" 4
"chiong" "chiong" 1
"wasted" "wasted" 2
"christ" "christ" 2
"cute" "cute" 7
"dialogue" "dialogue" 1
"reltnship" "reltnship" 1
"tears" "tears" 2
"timegud" "timegud" 1
"wipe" "wipe" 1
"brilliant" "brilliant" 4
"cooking" "cooking" 4
"gardener" "gardener" 3
"housemaid" "housemaid" 7
"murdered" "murdered" 7
"murderer" "murderer" 7
"neighbour" "neighbour" 3
"police" "police" 10
"questioned" "questioned" 3
"siri" "siri" 3
"solve" "solve" 4
"vegetables" "vegetables" 3
"comb" "comb" 1
"dryer" "dryer" 1
"pose" "pose" 1
"fps" "fps" 1
"computational" "computational" 1
"push" "push" 2
"science" "science" 2
"answered" "answered" 2
"disturbancemight" "disturbancemight" 1
"dlf" "dlf" 1
"informedrgdsrakheshkerala" "informedrgdsrakheshkerala" 1
"madamregret" "madamregret" 1
"premaricakindly" "premaricakindly" 1
"settle" "settle" 3
"err" "err" 1
"bloo" "bloo" 3
"hitteranyway" "hitteranyway" 1
"kbut" "kbut" 1
"anjolas" "anjolas" 1
"offline" "offline" 1
"txting" "txting" 1
"blocked" "blocked" 1
"budget" "budget" 6
"citizen" "citizen" 3
"corrupt" "corrupt" 1
"crore" "crore" 2
"deposited" "deposited" 1
"directors" "directors" 1
"imf" "imf" 1
"indians" "indians" 4
"itna" "itna" 1
"jobs" "jobs" 2
"karo" "karo" 1
"lac" "lac" 1
"lane" "lane" 2
"monthly" "monthly" 2
"padhegm" "padhegm" 1
"politicians" "politicians" 2
"projects" "projects" 1
"pura" "pura" 1
"rights" "rights" 2
"suply" "suply" 1
"swiss" "swiss" 2
"taxless" "taxless" 1
"particularly" "particularly" 1
"slowing" "slowing" 1
"torrents" "torrents" 1
"commit" "commit" 1
"random" "random" 5
"rightio" "rightio" 1
"brum" "brum" 1
"donno" "donno" 2
"scorable" "scorable" 1
"stars" "stars" 2
"paranoid" "paranoid" 1
"brin" "brin" 1
"properly" "properly" 2
"sheet" "sheet" 1
"kgive" "kgive" 1
"bsnl" "bsnl" 1
"complain" "complain" 1
"offc" "offc" 1
"onlybettr" "onlybettr" 1
"payed" "payed" 1
"suganya" "suganya" 1
"dessert" "dessert" 1
"abeg" "abeg" 1
"profit" "profit" 1
"sponsors" "sponsors" 1
"onum" "onum" 1
"candont" "candont" 1
"imaginationmy" "imaginationmy" 1
"poet" "poet" 1
"carso" "carso" 1
"famamus" "famamus" 1
"pongaldo" "pongaldo" 2
"sry" "sry" 2
"furniture" "furniture" 2
"jenne" "jenne" 1
"key" "key" 3
"lock" "lock" 2
"locks" "locks" 1
"barcelona" "barcelona" 1
"easiest" "easiest" 1
"daurgent" "daurgent" 1
"kdo" "kdo" 1
"jungle" "jungle" 1
"pansy" "pansy" 1
"kanji" "kanji" 1
"drinkpa" "drinkpa" 1
"srs" "srs" 1
"drizzling" "drizzling" 1
"appointments" "appointments" 1
"shoving" "shoving" 2
"papers" "papers" 2
"excused" "excused" 1
"greetings" "greetings" 3
"drama" "drama" 1
"ego" "ego" 1
"gowait" "gowait" 1
"necessity" "necessity" 1
"placeno" "placeno" 1
"plsi" "plsi" 1
"reppurcussions" "reppurcussions" 1
"strange" "strange" 2
"struggling" "struggling" 1
"cosign" "cosign" 1
"released" "released" 3
"freshers" "freshers" 1
"hcl" "hcl" 1
"indyarockscom" "indyarockscom" 2
"mssuman" "mssuman" 1
"neededsalary" "neededsalary" 1
"processexcellent" "processexcellent" 1
"requires" "requires" 1
"telephonic" "telephonic" 1
"upto" "upto" 2
"resume" "resume" 2
"datoday" "datoday" 2
"bids" "bids" 1
"cars" "cars" 5
"direct" "direct" 2
"link" "link" 4
"reliant" "reliant" 1
"restuwud" "restuwud" 1
"afford" "afford" 1
"fwiw" "fwiw" 1
"happens" "happens" 7
"kanowhr" "kanowhr" 1
"maga" "maga" 3
"arrival" "arrival" 1
"citylink" "citylink" 1
"yunny" "yunny" 2
"props" "props" 1
"pleasant" "pleasant" 1
"statements" "statements" 1
"bognor" "bognor" 1
"splendid" "splendid" 1
"yesim" "yesim" 1
"ktv" "ktv" 1
"misplaced" "misplaced" 1
"computers" "computers" 1
"mmmmm" "mmmmm" 2
"medicine" "medicine" 3
"begun" "begun" 1
"permanent" "permanent" 1
"registration" "registration" 1
"residency" "residency" 1
"claire" "claire" 1
"plenty" "plenty" 6
"benefits" "benefits" 1
"deliver" "deliver" 5
"relatives" "relatives" 2
"risks" "risks" 1
"amount" "amount" 5
"hmmmhow" "hmmmhow" 1
"accumulation" "accumulation" 1
"predicting" "predicting" 1
"programs" "programs" 1
"belongs" "belongs" 1
"concern" "concern" 1
"fated" "fated" 1
"fuelled" "fuelled" 1
"grief" "grief" 1
"herwho" "herwho" 1
"incident" "incident" 3
"prior" "prior" 1
"shoranur" "shoranur" 1
"violence" "violence" 3
"goodenvironment" "goodenvironment" 2
"terrific" "terrific" 2
"burnt" "burnt" 1
"honestly" "honestly" 1
"promptly" "promptly" 1
"advice" "advice" 5
"someplace" "someplace" 1
"goods" "goods" 1
"pressies" "pressies" 1
"superior" "superior" 2
"achieve" "achieve" 1
"korli" "korli" 1
"motive" "motive" 1
"tor" "tor" 1
"tui" "tui" 1
"ultimately" "ultimately" 1
"we‘ll" "we‘ll" 1
"behind" "behind" 6
"dabbles" "dabbles" 1
"dock" "dock" 1
"flute" "flute" 1
"newscaster" "newscaster" 1
"rolled" "rolled" 1
